,Clothes,3.0,CG,"I bought three of these shirts. The first one is a little snug, but the second one is a little snug. The second one is perfect, the first one was a little tighter than the second one, and the third one is perfect. I love the extra pockets.Great shoe.  They fit great.  I ordered them in the same size as my regular shoes.  They are very comfortable.  I highly recommend these shoes.I love these shoes. I have been wearing them for years. I'm going to order a second pair in different colors. They are very comfortable and are very comfortable. I like that they come in a nice zip-up sleeve. They do fit my feet perfectly and I'm not going to be wearing them for long periods of time. I do wish they had a little more support. I have a small tummy and they are just too tight. They are a little snug around my thighs and the tightest part of",,
,Clothes,4.0,OR,"Since we can never have enough umbrellas, I was pleased for the chance to try out the TravelZen umbrella in exchange for my review. {I received this product at a promotional price in exchange for my honest/unbiased opinion. I'm not affiliated with either the manufacturer or the seller of this product, and all comments are based upon my own personal experience with the item. Hopefully my review has helped you make a more informed purchasing decision.}

This is a nifty little compact umbrella, that has a solid, sturdy grip and a loop to keep it close (or to hang up when not in use). It's large enough to keep you dry in a downpour, but then folds up small for easy storage (fits easily into purse, backpack or briefcase). The little ""extra"" with this umbrella is that the fabric cover that you slide over the umbrella when not in use has an outside pocket containing a water-resistant tarp! This means you can protect yourself if having to sit on wet ground, or to cover larger items that don't fit under the umbrella. What a cool touch! I will be keeping this umbrella in my car.",,
,Clothes,3.0,CG,"I bought this watch for my wife and she loves it.  She wears it almost every day.  She loves the color and the band.  The band is a nice quality and the clasp is well made.  She's a bit disappointed.I bought this for my husband for his birthday.  He's a huge fan of the sneaker and it fits him so well.  He says it's very comfortable and he's wearing it all the time.  I love the material and the look of it.  The leather is really nice and comfortable.  I just wish it had a more stretchy feel.  The straps are not too long, which makes it easier to pull on.  The leather is soft and looks great.  I'm a size 10 and it's a little tight around the ankles but that's normal with most shoes.  The strap is pretty stiff, but not too tight.  It's a nice looking shoe, but I",,
,Clothes,5.0,OR,"This is an AMAZING DRESS!!!  Got it in the navy and gold/brown.  I am size 35"" bust/29.5"" waist/37.5"" hips and got the Large since it was a junior dress and I am a Misses (I am generally a medium in Misses) and it fit good in the hips and waist but a little loose in the bust/shoulder area- I am 5'6""/135lbs.  The dress length comes to exactly where is shows on the model in this listing.  The colors are vey nice and because it is a bandage dress- it give the body a nice ""hug"" showing off all your curves! --However, in the size large the dress is appropriate for work or office place as it was not too snug like a bandage dress usually is-it has a sophistication to it.  Dress is very comfortable and made well!  High quality!  I did end of exchanging the dress for a medium to get a more snug fit as I like a really contoured look.  The fit was great!  I LOVE it so much I am going to buy it in the other color (Mint) listed as well.",,
,Clothes,4.0,CG,"UPDATE 4/26/2017
I still wear these shirts. The quality is good.

The only reason I'm giving them 5 stars is because I am a 32D, and the shirt is very large. I have had no issues with the shirt, and it's not very heavy. I would definitely buy from this company again. I will keep them.I have ordered a second pair of these shoes. They are great, but I wish they had more.I love these shoes. I have been wearing them for years, and I have never had a problem with them.  I have just had a pair of these and am happy with them.

They are not as big as I thought they would be, and the soles are very stiff.  I can only wear them for a few minutes, and they don't have any support at all.  These shoes are very comfortable, and they are very well made.  I would highly recommend these",,
,Clothes,5.0,OR,"This is an awesome shirt! I purchased this for my husband in the black and I have to say it is one of my very favorites in his wardrobe. We live in So. California where it is virtually always warm and my husband literally lives in shorts & tee's year round. He needs many shirts & shorts so I stay on the lookout for attractive clothing that will also be comfortable for him. The shirt is true to size (my hubby wears a size XL) and washes up wonderfully, keeping it's color and shape. It has an attractive mint green palm tree motif on the front that make me think of wonderful days on the beach! If you are looking for a gift or to purchase this shirt for yourself, I highly recommend!

I hope this review helps you! :) I try to be objective, detailed and always completely honest with my reviews. I love to help others to make smart buying choices for themselves. If this review was helpful to you, please click on the YES button. This will make it easier for others to find the review so that they may be helped as well.",,
,Clothes,4.0,CG,"As a long-time Olympic lifter, I love the look and feel of these shoes. I have them in a pair of black and I am looking forward to wearing them in the summer.I like it. I ordered the XS size, it is a little bigger than I expected. The XL fits a bit smaller than I expected. I'm 5'4"" and 140lbs and the XL fits just a tad smaller. I do think that they will be comfortable though, since I'm not sure if I would be able to wear them in the heat. I would say that I would buy this again, but I'm not sure if I would like it at all. It is a very good quality pair of shoes. I would recommend them for those of you who are not concerned about the quality. I have received many compliments on this pair of shoes. I would recommend them.Love this!I really like these shoes.  I have a large foot and the size",,
,Clothes,3.0,OR,"Please be aware that this backpack is seriously tiny. It's maybe a foot tall (just slightly taller than my Galaxy 4 phone) and as wide as my phone. This is my mistake since I didn't look at the size when I ordered it.  But it was suprising to see the small amazon box and wonder how they shoved a backpack into it (they didn't...it's little).The comb and mirror included are also itty bitty, but I'm an adult so these are not meant for my giant grown up lady hands.

It's a cute bag, the graphics look crisp, and for the price it's a good deal.

*I bought it for my friend's daughter, who is five. I'll be giving it to her in a few days, and if she likes it/it fits I'll be satisfied

Update: The backpack does indeed fit her, however it's on the loosest setting. She's a skinny little five-year-old, but she's kind of tall. So...I guess take that information as you will. She did like it though, and thought it was cute. I didn't see her use any of the hair things, but she thought the bag was cute and was excited about the hair clips.",,
,Clothes,4.0,CG,"The shoes are very comfortable and stretchy.  The fit is nice, the heel is just right.  The material is nice, but the material is not ""good"" enough to be comfortable.  The only issue I have is that the sole is very soft and the arch support is not strong enough to be comfortable.  I would not recommend these shoes to anyone.I love this watch. It looks amazing and it is super comfortable. It's very well made and very well made.I bought this for my mom, she loves it!  It is a great size and very comfortable.  I am a size 8 and it fits perfectly.  I love the pockets on the sides and on the back.  The belt is very nice and the color is a nice color.  It has a nice little zipper to keep it closed.  I would recommend this purchase.Very cute, very well made, really cute shirt. I received this shirt on time and I am very",,
,Clothes,4.0,OR,"OK.  There are multiple, varying reviews on these boots.  Some people say that they are a little big, some say they're ridiculously big... IF YOU OWN ANY OTHER TIMBERLAND SHOES OR BOOTS, JUST ORDER ONE FULL SIZE SMALLER THAN THOSE.

The confusion is that Timberlands (in every other case) run big and require you to wear a half size smaller than normal.  Therefore, if you don't own any Timberlands, order these ONE AND A HALF sizes smaller than your normal shoe size.  Period.  I usually wear a 12.  In Timberlands I wear an 11.5 and in these I needed a 10.5 (yes, this is all ridiculous and I actually can't believe I'm writing all of this right now).

Summary:
Timberlands in general - minus a half your normal size.
THESE Timberlands - minus one and a half your normal size.

These boots are awesome, light, not clunky, soft feeling footbed, nice arch support, look great and I really like them. 4 stars instead of five for the ridiculously stupid sizing and forcing me to get involved.  But it was aggravating to have to return the 11's which I bought based on some other completely unthorough reviews.",,
