"0","86","true","2008-10-23 10:23:50"
"1","26","true","2008-01-12 15:32:02"
"2","27","false","2011-10-23 22:49:44"
"3","59","false","1998-11-22 12:02:44"
"4","29","true","2003-04-05 10:04:30"
"5","79","false","1981-05-19 04:17:22"
"6","56","true","1987-01-11 17:57:45"
"7","92","false","1972-12-11 18:19:34"
"8","68","false","1970-04-13 09:15:57"
"9","16","false","2006-06-28 07:10:27"
"10","73","false","2017-01-13 02:50:56"
"11","86","true","1977-12-19 14:03:08"
"12","39","true","2003-08-07 14:27:59"
"13","39","true","1986-02-18 13:02:39"
"14","95","false","2011-12-13 01:35:20"
"15","8","true","1987-12-10 20:07:03"
"16","33","false","1995-04-06 15:28:29"
"17","10","true","1975-08-18 20:45:06"
"18","45","true","2021-03-20 16:00:00"
"19","95","true","1971-02-10 08:57:57"
"20","22","false","2006-03-07 11:38:59"
"21","37","false","2018-05-08 10:26:08"
"22","32","false","2022-02-25 19:51:36"
"23","62","true","2009-07-13 00:24:25"
"24","33","false","1999-04-23 14:57:35"
"25","66","false","2003-02-08 23:21:13"
"26","93","false","2021-04-06 16:44:08"
"27","31","true","1970-07-14 22:56:25"
"28","28","true","2009-10-31 06:15:34"
"29","98","true","1986-12-20 14:20:25"
"30","76","false","1997-11-19 16:38:29"
"31","7","false","2006-08-01 10:31:40"
"32","99","false","1997-05-29 07:10:01"
"33","51","true","1974-11-24 02:41:28"
"34","34","true","2014-12-25 09:50:58"
"35","28","true","1978-07-21 06:21:16"
"36","24","true","2012-03-06 02:14:55"
"37","60","false","2008-04-04 07:01:12"
"38","81","false","1993-04-17 22:03:43"
"39","80","false","1993-07-13 20:29:12"
"40","87","false","1993-03-20 02:39:26"
"41","44","true","2016-11-20 18:47:10"
"42","16","true","2015-05-30 17:11:27"
"43","71","true","2019-12-20 15:16:43"
"44","56","true","1996-10-31 23:25:39"
"45","82","true","1993-11-12 12:36:26"
"46","71","true","2005-03-26 05:37:40"
"47","73","true","1994-04-09 04:11:51"
"48","67","true","2012-10-23 00:36:06"
"49","60","true","2006-03-23 17:06:57"
"50","31","false","2015-01-07 17:58:21"
"51","68","true","2012-02-11 06:08:09"
"52","52","true","2000-05-23 23:48:38"
"53","96","false","1984-10-15 04:11:13"
"54","61","false","1976-11-12 01:22:16"
"55","48","true","1996-08-10 05:09:37"
"56","41","false","1986-08-30 05:37:22"
"57","12","true","2015-08-12 08:51:04"
"58","52","true","2004-09-17 15:56:39"
"59","73","true","1974-01-29 16:01:56"
"60","80","false","1995-01-02 14:52:43"
"61","65","true","1974-05-02 13:48:59"
"62","46","false","2005-03-27 07:07:32"
"63","62","true","1974-02-09 06:40:45"
"64","16","true","2006-06-22 15:54:10"
"65","57","false","1982-05-27 23:58:38"
"66","5","true","2000-03-02 06:03:09"
"67","18","true","2021-04-23 07:33:28"
"68","62","true","2014-09-17 01:21:38"
"69","89","false","2021-12-24 14:12:41"
"70","19","true","1981-05-26 03:33:46"
"71","4","false","1999-01-18 04:27:01"
"72","53","true","2002-03-02 11:19:31"
"73","70","false","1989-01-27 20:11:00"
"74","73","true","2000-07-10 07:04:05"
"75","21","true","1999-10-05 13:17:43"
"76","11","true","2005-07-18 04:01:35"
"77","94","true","2006-08-06 05:42:50"
"78","2","false","2000-01-27 04:19:19"
"79","96","false","2010-05-27 07:30:09"
"80","12","true","2018-01-03 02:44:52"
"81","41","false","2012-08-03 02:30:21"
"82","32","false","1974-03-22 16:11:31"
"83","27","true","1995-08-29 20:22:30"
"84","28","true","1977-05-24 12:56:15"
"85","2","true","2014-03-15 00:02:38"
"86","92","true","1990-05-17 11:07:12"
"87","93","false","1983-04-06 07:16:06"
"88","86","false","2007-10-07 03:33:57"
"89","82","false","1977-05-31 10:38:33"
"90","6","false","2009-01-20 15:26:39"
"91","31","false","1990-12-17 12:20:47"
"92","23","false","2013-04-12 08:09:23"
"93","78","false","2008-08-24 07:47:41"
"94","94","true","1985-04-15 00:06:36"
"95","60","true","2019-08-29 16:11:38"
"96","69","true","1974-12-19 11:47:57"
"97","77","true","1980-10-26 17:01:24"
"98","30","false","1992-03-31 10:39:18"
"99","14","true","1973-01-22 10:31:48"
"100","21","false","2020-07-05 04:49:17"
"101","15","false","1985-02-28 08:15:20"
"102","33","true","1975-01-31 13:42:23"
"103","76","true","2019-05-02 05:07:32"
"104","38","true","1982-09-17 16:01:44"
"105","83","false","1986-08-11 02:46:01"
"106","9","true","1999-03-01 03:49:44"
"107","96","true","1977-01-24 05:50:22"
"108","87","false","1977-07-02 06:42:57"
"109","33","true","1980-10-02 05:43:05"
"110","39","true","1992-09-02 12:24:44"
"111","93","false","1975-10-21 09:34:08"
"112","61","false","1990-03-26 03:32:35"
"113","27","true","2009-01-06 23:10:27"
"114","72","true","1984-09-04 02:56:25"
"115","31","false","1999-10-07 15:42:58"
"116","74","true","2009-03-24 08:28:39"
"117","4","true","1995-04-21 22:33:21"
"118","95","true","2012-02-12 02:15:05"
"119","59","false","2015-01-26 23:16:12"
"120","88","true","1988-07-25 09:57:02"
"121","94","true","1982-11-24 07:04:37"
"122","38","true","1978-05-22 13:45:30"
"123","58","false","2004-12-15 02:46:51"
"124","49","true","1995-04-09 19:09:11"
"125","97","false","1999-06-11 09:05:31"
"126","77","false","1986-04-21 09:29:36"
"127","32","true","1993-07-07 01:37:21"
"128","33","true","1977-10-27 23:27:25"
"129","22","false","1980-07-13 13:38:51"
"130","4","false","2005-04-06 15:19:03"
"131","56","true","1971-10-03 11:27:05"
"132","77","false","1970-09-14 22:41:08"
"133","39","false","1996-06-05 21:42:26"
"134","85","false","1973-07-10 15:41:34"
"135","74","false","1978-07-29 16:10:58"
"136","28","false","1995-04-15 16:55:22"
"137","38","false","1986-02-16 20:44:29"
"138","89","false","2007-02-22 17:25:52"
"139","7","false","1986-09-27 01:23:13"
"140","35","false","2010-04-15 06:35:43"
"141","71","false","2019-12-30 08:00:39"
"142","77","true","2003-11-30 02:36:05"
"143","86","true","1978-07-20 05:10:34"
"144","21","false","2017-06-22 03:20:48"
"145","21","false","1981-10-24 12:42:50"
"146","31","false","1995-09-20 15:06:08"
"147","98","true","1973-11-01 20:12:39"
"148","22","false","1980-01-13 04:17:31"
"149","37","false","1975-08-30 22:39:00"
"150","62","false","1991-04-19 02:12:05"
"151","75","false","1982-10-14 12:58:08"
"152","24","true","1997-01-23 06:08:55"
"153","80","true","1976-03-26 20:14:20"
"154","24","false","1998-06-16 18:19:51"
"155","68","true","1976-02-01 19:01:51"
"156","69","false","1994-03-31 02:12:13"
"157","79","false","1993-10-04 05:27:25"
"158","67","false","2018-05-02 20:24:33"
"159","61","false","1991-04-11 10:49:57"
"160","32","false","2013-06-24 12:05:55"
"161","62","false","2002-12-21 11:48:06"
"162","64","false","1994-09-09 07:01:17"
"163","32","true","2018-11-13 13:56:21"
"164","83","false","1988-05-12 15:16:54"
"165","11","true","1988-09-02 06:37:06"
"166","55","false","1972-01-05 06:04:05"
"167","65","false","2002-04-25 02:45:03"
"168","59","true","1985-08-08 08:02:52"
"169","5","false","1983-03-01 10:44:21"
"170","1","true","2002-05-25 14:05:14"
"171","42","true","2007-08-01 23:28:48"
"172","93","false","2007-07-18 00:42:58"
"173","6","true","1999-11-15 07:08:45"
"174","12","true","2002-01-23 04:48:43"
"175","85","true","2022-08-25 16:43:58"
"176","71","true","1977-04-19 22:23:01"
"177","39","false","1988-09-03 20:24:24"
"178","66","true","1970-06-07 02:14:22"
"179","54","true","2007-03-03 20:57:23"
"180","51","false","1998-07-05 08:38:09"
"181","58","false","2020-12-27 00:28:29"
"182","43","true","1988-01-24 20:12:36"
"183","13","false","1990-07-10 15:24:04"
"184","34","false","2020-05-29 23:04:44"
"185","16","true","1995-11-21 13:09:58"
"186","34","false","1987-12-27 03:17:27"
"187","34","false","1986-03-04 15:37:52"
"188","26","true","1979-08-17 22:34:52"
"189","25","true","1997-05-19 23:42:44"
"190","44","false","2021-11-08 08:37:03"
"191","19","true","1980-05-27 15:39:47"
"192","42","false","1996-11-28 13:23:43"
"193","43","true","2014-09-30 12:40:20"
"194","48","true","1974-03-19 14:54:59"
"195","57","true","2002-11-28 15:00:30"
"196","23","true","1975-04-08 15:23:51"
"197","98","true","1981-02-03 06:56:44"
"198","55","false","2015-03-11 18:39:59"
"199","49","true","2022-07-03 09:52:14"
"200","43","true","1995-01-18 22:16:10"
"201","1","false","2005-12-21 03:29:32"
"202","57","true","1973-01-26 19:04:32"
"203","98","false","1988-05-16 23:07:43"
"204","43","false","2009-08-27 23:11:45"
"205","94","false","2022-02-05 03:09:07"
"206","31","false","2021-08-21 17:50:47"
"207","6","true","1989-05-20 03:57:03"
"208","71","false","2015-05-11 19:12:28"
"209","94","true","2009-01-08 17:50:48"
"210","23","false","2005-06-27 17:45:59"
"211","73","false","1979-12-29 00:54:11"
"212","71","false","1987-01-28 17:50:22"
"213","62","false","2007-12-01 19:31:32"
"214","1","false","2007-09-05 17:17:28"
"215","22","false","2020-03-09 01:38:32"
"216","67","false","1970-03-28 12:18:48"
"217","54","true","2013-07-15 05:27:04"
"218","19","false","1979-04-11 09:54:08"
"219","68","false","2010-04-10 09:37:04"
"220","77","false","1979-12-15 21:45:45"
"221","54","true","2004-11-05 10:45:36"
"222","57","false","2017-10-08 02:16:02"
"223","24","true","2000-01-13 20:38:44"
"224","45","false","1980-04-01 07:45:58"
"225","9","false","1986-09-20 07:15:33"
"226","78","false","1994-01-16 10:18:24"
"227","71","true","2005-03-29 05:13:46"
"228","78","false","2005-01-10 00:51:46"
"229","58","false","2001-03-12 19:44:35"
"230","55","true","1981-11-27 03:52:12"
"231","87","true","2009-07-03 17:21:06"
"232","44","false","1979-12-22 00:48:08"
"233","34","false","2013-09-18 07:01:11"
"234","54","false","1984-06-14 12:13:55"
"235","58","true","2022-04-11 17:19:28"
"236","20","true","1993-09-13 18:09:04"
"237","72","false","2011-09-11 13:45:30"
"238","38","true","1977-11-28 09:28:03"
"239","91","true","2012-09-12 22:38:53"
"240","34","false","2009-09-22 06:40:33"
"241","64","true","1980-12-16 20:52:02"
"242","38","true","2004-09-14 23:06:41"
"243","7","false","1971-12-29 00:37:26"
"244","46","false","1990-06-16 06:19:55"
"245","40","false","1990-01-17 19:09:14"
"246","84","false","1975-03-07 23:37:55"
